,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
MW675185.1,Halomonas boliviensis,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675184.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675183.1,Pseudoalteromonas shioyasakiensis,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,,,,,,,,
MW675182.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675181.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675180.1,Pseudoalteromonas agarivorans,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,,,,,,,,
MW675179.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675178.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675177.1,Pseudoalteromonas agarivorans,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,,,,,,,,
MW675176.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675175.1,Roseovarius nubinhibens,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,,,,,,,,,,,,
MW675174.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675173.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675172.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675171.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675170.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675169.1,Pseudoalteromonas hodoensis,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,,,,,,,,
MW675168.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675167.1,Psychrobacter marincola,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,,,,,,,,,
MW675166.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675165.1,Psychrobacter pacificensis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,,,,,,,,,
MW675164.1,Psychrobacter marincola,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,,,,,,,,,
MW675163.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675162.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675161.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675160.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675159.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675158.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675157.1,Psychrobacter marincola,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,,,,,,,,,
MW675156.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675155.1,Salipiger marinus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,,,,,,,,,,,,,
MW675154.1,Salipiger marinus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,,,,,,,,,,,,,
MW675153.1,Salipiger marinus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,,,,,,,,,,,,,
MW675152.1,Salipiger manganoxidans,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,,,,,,,,,,,,,
MW675151.1,Salipiger manganoxidans,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,,,,,,,,,,,,,
MW675150.1,Salipiger marinus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,,,,,,,,,,,,,
MW675149.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675148.1,Salipiger marinus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,,,,,,,,,,,,,
MW675147.1,Salipiger marinus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,,,,,,,,,,,,,
MW675146.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675145.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675144.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675143.1,Alteromonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675142.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675141.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675140.1,Alteromonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675139.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675138.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675137.1,Alteromonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675136.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675135.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675134.1,Pelagibacterium nitratireducens,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pelagibacterium,,,,,,,,,,,,,
MW675133.1,Salipiger manganoxidans,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,,,,,,,,,,,,,
MW675132.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675131.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675130.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675129.1,Alteromonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675128.1,Alteromonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675127.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675126.1,Alteromonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675125.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675124.1,Alteromonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675123.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675122.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675121.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675120.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675119.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675118.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675117.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675116.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675115.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675114.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675113.1,Alteromonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675112.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675111.1,Alteromonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675110.1,Alteromonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675109.1,Alteromonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675108.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675107.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675106.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675105.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675104.1,Halomonas axialensis,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675103.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675102.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675101.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675100.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675099.1,Pelagibacterium nitratireducens,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pelagibacterium,,,,,,,,,,,,,
MW675098.1,Halomonas axialensis,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675097.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675096.1,Alteromonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675095.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675094.1,Salipiger marinus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,,,,,,,,,,,,,
MW675093.1,Pelagibacterium nitratireducens,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pelagibacterium,,,,,,,,,,,,,
MW675092.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675091.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675090.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675089.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675088.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675087.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675086.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675085.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675084.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675083.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675082.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675081.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675080.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675079.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675078.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675077.1,Pseudoalteromonas shioyasakiensis,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,,,,,,,,
MW675076.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675075.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675074.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675073.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675072.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675071.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675070.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675069.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675068.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675067.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675066.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675065.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675064.1,Pseudoalteromonas shioyasakiensis,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,,,,,,,,
MW675063.1,Halomonas litopenaei,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675062.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675061.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675060.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675059.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675058.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675057.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675056.1,Alteromonas macleodii,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675055.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675054.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675053.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675052.1,Halomonas hydrothermalis,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675051.1,Halomonas litopenaei,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675050.1,Halomonas litopenaei,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675049.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW675048.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675047.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675046.1,Paracoccus homiensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,,,,,,,,,,,,
MW675045.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675043.1,Marinobacter algicola,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675042.1,Marinobacter flavimaris,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675041.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675040.1,Sagittula stellata,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sagittula,,,,,,,,,,,,,
MW675039.1,Marinobacter algicola,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675038.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675037.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675036.1,Ahrensia marina,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ahrensia,,,,,,,,,,,,,
MW675035.1,Sagittula stellata,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sagittula,,,,,,,,,,,,,
MW675034.1,Ahrensia marina,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ahrensia,,,,,,,,,,,,,
MW675030.1,Marinobacter algicola,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675029.1,Pseudooceanicola nanhaiensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,,,,,,,,,,,,,
MW675028.1,Pseudooceanicola nanhaiensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,,,,,,,,,,,,,
MW675026.1,Marinobacter algicola,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675025.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675024.1,Marinobacter algicola,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675023.1,Marinobacter algicola,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675022.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675021.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675020.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675019.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675018.1,Marinobacter algicola,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675017.1,Marinobacter algicola,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW675016.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675015.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675014.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675012.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675011.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
