,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
MW675010.1,Alteromonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675009.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675008.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675007.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675006.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675005.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675004.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675003.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW675002.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675001.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW675000.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW674999.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW674998.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674997.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674996.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674995.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674994.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW674993.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW674992.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674991.1,Paracoccus homiensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,,,,,,,,,,,,
MW674990.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674988.1,Marinobacter algicola,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW674987.1,Alteromonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW674986.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674985.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674978.1,Pseudooceanicola nanhaiensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,,,,,,,,,,,,,
MW674977.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674976.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674975.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674974.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW674973.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674972.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674971.1,Sulfitobacter faviae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674970.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW674969.1,Pseudoalteromonas hodoensis,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,,,,,,,,
MW674968.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW674967.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW674966.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW674965.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674964.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674963.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674962.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674961.1,Pseudoalteromonas shioyasakiensis,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,,,,,,,,
MW674960.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW674959.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674958.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW674957.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674956.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW674955.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW674954.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674953.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674952.1,Alteromonas australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,,,,,,,,,,,,
MW674951.1,Pseudoalteromonas hodoensis,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,,,,,,,,,,,,,
MW674950.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674949.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW674947.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW674946.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW674945.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674944.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW674943.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW674942.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW674941.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674940.1,Marinobacter adhaerens,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,,,,,,,,,,,,
MW674939.1,Halomonas meridiana,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,,,,,,,,,
MW674938.1,Sulfitobacter pontiacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,,,,,,,,,
MW674752.1,Achromobacter sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,unclassified Achromobacter,,,,,,,,,,,,
MW674751.1,Ochrobactrum sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,,,,,,,,,,,,,
MW674750.1,Ochrobactrum sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,,,,,,,,,,,,,
MW674749.1,Achromobacter sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,unclassified Achromobacter,,,,,,,,,,,,
MW674748.1,Achromobacter sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,unclassified Achromobacter,,,,,,,,,,,,
MW674747.1,Ochrobactrum sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,,,,,,,,,,,,,
MW674746.1,Achromobacter sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,unclassified Achromobacter,,,,,,,,,,,,
MW674745.1,Achromobacter sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,unclassified Achromobacter,,,,,,,,,,,,
MW674744.1,Ochrobactrum sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,,,,,,,,,,,,,
MW674743.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW674742.1,Pseudoxanthomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,unclassified Pseudoxanthomonas,,,,,,,,,,,,
MW674741.1,Ochrobactrum sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,,,,,,,,,,,,,
MW674740.1,Brevundimonas sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unclassified Brevundimonas,,,,,,,,,,,,
MW674739.1,Achromobacter sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,unclassified Achromobacter,,,,,,,,,,,,
MW674738.1,Rhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,,,,,,,,,,,,
MW674737.1,Rhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,,,,,,,,,,,,
MW674736.1,Ochrobactrum sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,,,,,,,,,,,,,
MW674735.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW674734.1,Ochrobactrum sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,,,,,,,,,,,,,
MW674733.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW674732.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW674731.1,Achromobacter sp.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,unclassified Achromobacter,,,,,,,,,,,,
MW674730.1,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
NZ_JAAKGG010000011.1,Aeromonas dhakensis,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,,,,,,,,,,,,
MW674630.1,Leclercia adecarboxylata,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,,,,,,,,,,,,,
MW673781.1,Pseudomonas frederiksbergensis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW673770.1,Klebsiella variicola,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
MW673740.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673739.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673738.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673737.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673736.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673735.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673734.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673733.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673732.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673731.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673730.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673729.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673728.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673727.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673726.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673725.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673724.1,Bradyrhizobium sp.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified Bradyrhizobium,,,,,,,,,,,,
MW673666.1,Vibrio tritonius,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,,,,,,,,,,,
MW673665.1,Enterobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,,,,,,,,,,,,
MW673664.1,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,,,,,,,,,,
MW672584.1,Ancylobacter rudongensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,,,,,,,,,,,,,
MW672582.1,Pseudomonas fluorescens,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW672577.1,Enterobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,,,,,,,,,,,,
MW672571.1,Aeromonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,,,,,,,,,,,,
MW672531.1,Pseudomonas fulva,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,,,,,,,,,,,
MW672503.1,Paracoccus marcusii,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,,,,,,,,,,,,
MW672500.1,Achromobacter spanius,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,,,,,,,,,,,,,
MW672499.1,Achromobacter spanius,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,,,,,,,,,,,,,
MW672498.1,Achromobacter spanius,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,,,,,,,,,,,,,
MW672496.1,Achromobacter spanius,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,,,,,,,,,,,,,
MW672484.1,Achromobacter spanius,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,,,,,,,,,,,,,
MW672483.1,Achromobacter spanius,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,,,,,,,,,,,,,
MW672482.1,Serratia fonticola,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,,,,,,,,,,,,
MW672449.1,Enterobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,,,,,,,,,,,,
MW672448.1,Enterobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,,,,,,,,,,,,
MW672447.1,Enterobacter sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,,,,,,,,,,,,
MW672444.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672442.1,uncultured Gammaproteobacteria bacterium,Bacteria,Proteobacteria,Gammaproteobacteria,environmental samples,,,,,,,,,,,,,,,
MW672441.1,uncultured Alphaproteobacteria bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,environmental samples,,,,,,,,,,,,,,,
MW672440.1,uncultured Alphaproteobacteria bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,environmental samples,,,,,,,,,,,,,,,
MW672439.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672437.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672436.1,uncultured Alphaproteobacteria bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,environmental samples,,,,,,,,,,,,,,,
MW672434.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672432.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672431.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672430.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672429.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672428.1,uncultured Alphaproteobacteria bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,environmental samples,,,,,,,,,,,,,,,
MW672426.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672425.1,uncultured Alphaproteobacteria bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,environmental samples,,,,,,,,,,,,,,,
MW672422.1,uncultured Alphaproteobacteria bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,environmental samples,,,,,,,,,,,,,,,
MW672420.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672419.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672415.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672414.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672411.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672409.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672407.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672406.1,uncultured Gammaproteobacteria bacterium,Bacteria,Proteobacteria,Gammaproteobacteria,environmental samples,,,,,,,,,,,,,,,
MW672404.1,uncultured Rhodobacteraceae bacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,environmental samples,,,,,,,,,,,,,
MW672345.1,Bowmanella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Bowmanella,unclassified Bowmanella,,,,,,,,,,,,
